sentence_id,text,target,polarity,label
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,2
1931,Truly the mark of an attentive waiter.,waiter,positive,2
181,"The food here is rather good, but only if you like to wait for it.",food,positive,2
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,2
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,2
2040,The makhani was OK --the korma was bland.,makhani,neutral,1
2040,The makhani was OK --the korma was bland.,korma,negative,0
3080,The food is inventive but still keeps traditional indian flavoring.,food,positive,2
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,positive,2
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive,2
1544,This is a cute place and could be good but they need to get their act together.,place,positive,2
2161,The lox is always fresh too.,lox,positive,2
3468,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive,2
698,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive,2
698,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,positive,2
3302,The staff offers impeccable service.,staff,positive,2
3302,The staff offers impeccable service.,service,positive,2
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive,2
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive,2
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,negative,0
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,0
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,negative,0
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative,0
2404,"The place is sleek, modern and playfull and i will return again frequently.",place,positive,2
2008,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive,2
2008,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,positive,2
2206,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,negative,0
1010,And the bill was outragous.,bill,negative,0
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive,2
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive,2
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive,2
2994,"Kind, attentive wait staff.",wait staff,positive,2
1288,The owners and employees are friendly and their pizza is fantastic.,owners,positive,2
1288,The owners and employees are friendly and their pizza is fantastic.,employees,positive,2
1288,The owners and employees are friendly and their pizza is fantastic.,pizza,positive,2
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive,2
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,2
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive,2
3491,The food is authentic Italian - delicious!,food,positive,2
3172,I complete the total bagel experience by having it lightly toasted.,bagel,positive,2
1795,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,negative,0
3438,The service is good and ambience is good for a date or group outing.,service,positive,2
3438,The service is good and ambience is good for a date or group outing.,ambience,positive,2
730,It's all about the food !!,food,positive,2
1870,Fast service.,service,positive,2
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,positive,2
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,1
2904,"stick with the chicken, beef, and lamb dishes.",chicken,positive,2
2904,"stick with the chicken, beef, and lamb dishes.",beef,positive,2
2904,"stick with the chicken, beef, and lamb dishes.",lamb dishes,positive,2
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative,0
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative,0
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,positive,2
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,positive,2
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive,2
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,neutral,1
307,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,2
2095,"Stick to dimsum, not super overpriced noodles.",noodles,neutral,1
2095,"Stick to dimsum, not super overpriced noodles.",dimsum,positive,2
989,The service is fine and they allow you to enjoy the view.,service,positive,2
989,The service is fine and they allow you to enjoy the view.,view,positive,2
2993,delicious simple food in nice outdoor atmosphere.,food,positive,2
2993,delicious simple food in nice outdoor atmosphere.,atmosphere,positive,2
3439,The only fallback on this restaurant is the prices.,prices,negative,0
1440,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,negative,0
1440,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,negative,0
351,Try sushimi cucumber roll.,sushimi cucumber roll,positive,2
988,The food is delicious.,food,positive,2
2963,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,positive,2
2963,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,1
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,positive,2
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,2
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,2
1771,"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral,1
1394,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,positive,2
3642,"The food is outstanding and the service is quick, friendly and very professional.",food,positive,2
3642,"The food is outstanding and the service is quick, friendly and very professional.",service,positive,2
2159,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,positive,2
1708,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral,1
1061,Service is fast and friendly.,Service,positive,2
3136,from an English speaking staff.,staff,neutral,1
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive,2
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral,1
1906,My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,positive,2
2781,"We all ate pasta entre'es, which were great.",pasta entre'es,positive,2
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,positive,2
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,negative,0
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,1
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,positive,2
2038,The food was boring and expensive.,food,negative,0
130,The service is ok but could be better.,service,negative,0
702,"We love the food, drinks, and atmosphere!",food,positive,2
702,"We love the food, drinks, and atmosphere!",drinks,positive,2
702,"We love the food, drinks, and atmosphere!",atmosphere,positive,2
3510,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,negative,0
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,positive,2
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral,1
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,neutral,1
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive,2
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive,2
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive,2
195,"If the weather is nice, try to snag an outside table.",table,positive,2
2623,"If you are looking for a good quality, cheap eats - this is the place.",quality,positive,2
959,The service was friendly and the atmosphere was casual.,service,positive,2
959,The service was friendly and the atmosphere was casual.,atmosphere,positive,2
2172,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,neutral,1
3518,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,positive,2
3518,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,positive,2
3518,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,positive,2
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,positive,2
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive,2
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral,1
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,positive,2
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive,2
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,positive,2
1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,neutral,1
1960,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,negative,0
1960,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,positive,2
1960,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,positive,2
214,"Waitstaff is great, very attentive.",Waitstaff,positive,2
560,The dinner menu is diverse and top-notch as well.,dinner menu,positive,2
2468,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,positive,2
3558,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,positive,2
2093,I won't go back unless someone else is footing the bill.,bill,negative,0
2153,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,neutral,1
1156,Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive,2
2409,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative,0
2409,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,negative,0
2359,"The $300 bill was a bit steep, but the experience was great.",bill,negative,0
1715,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive,2
611,Simple comfort food and what hot and lage portions.,comfort food,positive,2
611,Simple comfort food and what hot and lage portions.,portions,positive,2
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,negative,0
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral,1
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative,0
1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,0
2989,We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,negative,0
2989,We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,neutral,1
1966,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,positive,2
1966,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,positive,2
2088,Decor leaves something to be desired.,Decor,negative,0
185,"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral,1
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,positive,2
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive,2
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,negative,0
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative,0
2610,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,positive,2
3450,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,positive,2
3450,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,negative,0
974,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,positive,2
974,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,positive,2
974,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,positive,2
3089,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,positive,2
647,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,positive,2
647,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,positive,2
647,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,positive,2
647,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,positive,2
3245,"Even upon delivery, their juicy pork buns are quite good . .",pork buns,positive,2
1857,The space is nice but when we order our drink we were in for a surprise.,space,positive,2
1857,The space is nice but when we order our drink we were in for a surprise.,drink,negative,0
164,The entire place and the treatment we received felt as a conveyor belt.,place,negative,0
1480,Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,positive,2
3663,And they provided a delicious dessert on the house!,dessert,positive,2
3073,"Food was very good, but not what I would consider out of this world.",Food,positive,2
3303,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,positive,2
3303,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,positive,2
704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,2
704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,positive,2
1839,Food is great and inexpensive.,Food,positive,2
1756,The price very reasonable.,price,positive,2
29,"Dessert - can't be missed, so save room!!!",Dessert,positive,2
484,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,2
2574,Ingredients are organic which is a real plus for me.,Ingredients,positive,2
3595,It was so bad I actually refused to pay for my food.,food,negative,0
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants,positive,2
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,positive,2
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,positive,2
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive,2
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive,2
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive,2
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,positive,2
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,2
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive,2
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,2
3633,"The service was superb, they treat you like family.",service,positive,2
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive,2
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive,2
1186,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,2
3224,"The menu may be small, but everything on it is delicious.",menu,negative,0
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative,0
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,0
2029,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,reservation,neutral,1
2029,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,positive,2
2341,We arrived on time for our reservation and seated promptly.The,reservation,positive,2
2004,"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,1
644,"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,2
3107,"I would never wait for a table to eat, it just is not THAT great.",table,neutral,1
1295,The counter service is bad.,counter service,negative,0
2701,"Service here was great, food was fantastic.",Service,positive,2
2701,"Service here was great, food was fantastic.",food,positive,2
997,"This is such a lovely, peaceful place to eat outside.",place,positive,2
1491,The sauce is delicious and the crust is perfect.,sauce,positive,2
1491,The sauce is delicious and the crust is perfect.,crust,positive,2
906,Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,1
906,Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,1
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,negative,0
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral,1
1601,They have some great entrees here as well.,entrees,positive,2
2195,The service is not consistently excellent -- just decent.,service,neutral,1
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,2
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral,1
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,positive,2
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive,2
2252,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,2
3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,positive,2
3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,positive,2
928,I care more about the food and ambience.,food,neutral,1
928,I care more about the food and ambience.,ambience,neutral,1
1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,0
1163,The service is fantastic.,service,positive,2
899,Food and service was okay.,Food,neutral,1
899,Food and service was okay.,service,neutral,1
934,The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,0
2199,The best pad thai i've ever had.,pad thai,positive,2
188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,negative,0
188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,0
1748,Great pizza and fantastic service.,pizza,positive,2
1748,Great pizza and fantastic service.,service,positive,2
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative,0
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral,1
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,hot tea,neutral,1
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,neutral,1
390,i would just ask for no oil next time.,oil,negative,0
1428,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,1
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list,negative,0
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative,0
1417,I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,1
3159,Their coffee is quite good too!,coffee,positive,2
363,"great wine list (italian), good food, service was INITIALLY fine.",wine list,positive,2
363,"great wine list (italian), good food, service was INITIALLY fine.",food,positive,2
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",space,positive,2
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",tables,negative,0
2838,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative,0
3149,I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,1
2780,"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral,1
1782,Taxan delicious!,Taxan,positive,2
3419,"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,1
468,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,2
2655,They couldn't even make a salad that was appealing.,salad,negative,0
3570,For two people with tip was less than $25 bucks.,tip,neutral,1
2129,Killer Sushi!,Sushi,positive,2
206,Of course the reason its so packed is because the food is so delicious!,food,positive,2
3038,"Staffs are not that friendly, but the taste covers all.",Staffs,negative,0
3038,"Staffs are not that friendly, but the taste covers all.",taste,positive,2
3365,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,2
2742,Plus they made a perfect martini.,martini,positive,2
3183,"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,1
817,The waiter was attentive.,waiter,positive,2
353,Their Margarita is best I've had since I've returned from Naples!,Margarita,positive,2
213,The tastes makes your mouth water for more.,tastes,positive,2
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,negative,0
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral,1
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,0
2399,They are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive,2
2399,They are served with a free appetizer and the portions are perfect for lunch.,portions,positive,2
2399,They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,1
2399,They are served with a free appetizer and the portions are perfect for lunch.,lunch,neutral,1
1902,"My husband and I both ordered the Steak, medium.",Steak,neutral,1
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,0
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative,0
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",seasoning,negative,0
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,sushi,positive,2
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,menu,positive,2
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,Japanese classic cuisine,positive,2
1195,The sushi is average and the prices are anything but.,sushi,neutral,1
1195,The sushi is average and the prices are anything but.,prices,neutral,1
3247,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",spinach,positive,2
3247,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",Shanghai low mein,positive,2
1693,Owner must have coem on this website to give himself credit.,Owner,neutral,1
2382,If you have a dumpling fetish i suggest you try some here!,dumpling,positive,2
517,"Three page wine menu, one page entree and horedevous.",wine menu,positive,2
517,"Three page wine menu, one page entree and horedevous.",entree,positive,2
517,"Three page wine menu, one page entree and horedevous.",horedevous,positive,2
1399,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive,2
1399,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",owner,positive,2
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative,0
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative,0
3117,And the food was fantastic.,food,positive,2
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Fatty Yellow Tail,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Boton Shrimp,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,1
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,1
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,0
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive,2
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative,0
1701,Winnie and her staff are the best crew you can find serving you.,crew,positive,2
1701,Winnie and her staff are the best crew you can find serving you.,staff,positive,2
1701,Winnie and her staff are the best crew you can find serving you.,serving,positive,2
1086,You can even get packages of the chutneys to stock your fridge!,chutneys,positive,2
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive,2
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,2
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive,2
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,0
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,0
3685,"Overall, not worth the money.",money,negative,0
346,This place is not worth the prices.,prices,negative,0
2672,We left after one drink.,drink,neutral,1
1231,Pick a bagel has the best bagels in the city.,bagels,positive,2
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,0
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,negative,0
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,neutral,1
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,wait,negative,0
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,0
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",flavor,negative,0
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,0
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,0
1699,The fried dumplings are GREAT!,fried dumplings,positive,2
147,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,2
2051,Ive been here so many times the waiters know my name.,waiters,neutral,1
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,1
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral,1
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,positive,2
